country,Date,population_growth_annual_percent.,population_total.,children_per_woman_total_fertility.,population_density_per_square_km.,total_gdp_us_inflation_adjusted.,gdp_per_capita_yearly_growth.,gdppercapita_us_inflation_adjusted.,children_and_elderly_per_100_adults.,life_expectancy_years.,child_mortality_0_5_year_olds_dying_per_1000_born.,gdp_total_yearly_growth.,income_per_person_gdppercapita_ppp_inflation_adjusted.
Bahrain,1985,2.95,419000,4.36,552.0,7100000000.0,-4.01,16900.0,56.7,70.8,24.9,-1.14,32300.0
Bahrain,1986,3.3,433000,4.25,570.0,7180000000.0,-1.33,16600.0,56.5,70.4,24.2,1.97,29700.0
Bahrain,1987,3.51,449000,4.13,591.0,7930000000.0,-1.38,17700.0,55.9,70.0,23.6,2.12,28500.0
Bahrain,1988,3.55,465000,4.0,612.0,8490000000.0,0.255,18200.0,55.2,69.8,23.4,3.86,31500.0
Bahrain,1989,3.36,481000,3.87,633.0,8520000000.0,-0.7509999999999999,17700.0,54.5,69.8,23.2,2.64,32700.0
Bahrain,1990,3.04,496000,3.74,653.0,8890000000.0,-3.1,17900.0,53.6,69.8,23.0,-0.0801,35600.0
Bahrain,1991,2.75,510000,3.6,671.0,9890000000.0,1.6,19400.0,53.1,69.6,22.6,4.45,38500.0
Bahrain,1992,2.58,523000,3.47,688.0,10600000000.0,4.9,20200.0,52.2,69.6,22.0,7.59,40000.0
Bahrain,1993,2.48,536000,3.34,706.0,11900000000.0,5.41,22200.0,51.1,69.9,21.0,7.98,44100.0
Bahrain,1994,2.46,550000,3.21,723.0,11900000000.0,-2.82,21600.0,49.7,70.2,19.6,-0.456,42900.0
Bahrain,1995,2.54,564000,3.1,742.0,12400000000.0,1.33,21900.0,48.5,70.3,18.1,3.89,43500.0
Bahrain,1996,2.62,579000,3.01,761.0,12900000000.0,1.73,22200.0,48.4,70.8,16.6,4.62,44100.0
Bahrain,1997,2.77,595000,2.93,783.0,13300000000.0,0.948,22300.0,48.1,71.2,15.2,4.12,44200.0
Bahrain,1998,3.11,614000,2.86,808.0,13900000000.0,2.67,22600.0,48.1,71.5,14.1,5.83,44900.0
Bahrain,1999,3.65,637000,2.81,838.0,14500000000.0,2.32,22800.0,48.7,71.8,13.2,4.92,45200.0
Bahrain,2000,4.32,665000,2.77,874.0,15300000000.0,3.27,23000.0,49.6,71.7,12.5,5.16,45500.0
Bahrain,2001,4.84,698000,2.72,918.0,15600000000.0,2.79,22400.0,47.0,72.3,12.0,3.49,44500.0
Bahrain,2002,5.25,735000,2.67,967.0,16200000000.0,3.42,22000.0,44.8,72.6,11.6,3.34,43700.0
Bahrain,2003,5.76,779000,2.6,1020.0,17200000000.0,5.48,22100.0,43.3,72.9,11.3,6.32,43800.0
Bahrain,2004,6.36,830000,2.53,1090.0,18400000000.0,3.94,22100.0,42.0,73.1,11.0,7.89,43900.0
Bahrain,2005,6.9,889000,2.45,1170.0,19600000000.0,6.14,22100.0,41.0,73.6,10.6,14.5,43800.0
Bahrain,2006,7.5,958000,2.37,1260.0,20900000000.0,4.56,21800.0,37.0,73.8,10.2,17.1,43200.0
Bahrain,2007,7.77,1040000,2.29,1360.0,22600000000.0,6.26,21800.0,33.8,74.6,9.8,21.2,43300.0
Bahrain,2008,7.32,1110000,2.23,1470.0,24000000000.0,4.22,21600.0,31.3,75.2,9.4,18.5,42800.0
Bahrain,2009,6.13,1190000,2.18,1560.0,24600000000.0,-22.6,20800.0,29.3,75.7,9.0,-14.0,41300.0
Bahrain,2010,4.6,1240000,2.14,1630.0,25700000000.0,-1.65,20700.0,27.8,76.0,8.6,6.11,41100.0
Bangladesh,1980,2.78,81500000,6.36,626.0,28600000000.0,-2.14,351.0,91.9,53.8,199.0,0.713,1090.0
Bangladesh,1981,2.72,83700000,6.22,643.0,30700000000.0,0.4429999999999999,367.0,91.8,54.1,194.0,3.26,1100.0
Bangladesh,1982,2.69,86000000,6.06,661.0,31400000000.0,-1.4,365.0,91.1,54.4,189.0,1.31,1080.0
Bangladesh,1983,2.67,88300000,5.89,679.0,32600000000.0,2.36,369.0,90.1,54.8,184.0,5.13,1110.0
Bangladesh,1984,2.67,90700000,5.71,697.0,34100000000.0,3.02,376.0,89.1,55.3,179.0,5.81,1140.0
Bangladesh,1985,2.68,93200000,5.52,716.0,35300000000.0,0.809,378.0,88.1,55.3,174.0,3.56,1150.0
Bangladesh,1986,2.69,95700000,5.33,736.0,36700000000.0,2.27,384.0,87.4,56.2,168.0,5.08,1180.0
Bangladesh,1987,2.68,98300000,5.13,756.0,38100000000.0,2.18,388.0,86.6,56.7,162.0,4.99,1210.0
Bangladesh,1988,2.64,101000000,4.93,776.0,39100000000.0,0.94,387.0,85.8,57.1,156.0,3.67,1220.0
Bangladesh,1989,2.57,104000000,4.74,796.0,40200000000.0,0.581,388.0,84.7,58.0,150.0,3.21,1230.0
Bangladesh,1990,2.47,106000000,4.55,816.0,42400000000.0,4.6,399.0,83.3,58.1,144.0,7.22,1290.0
Bangladesh,1991,2.36,109000000,4.37,835.0,43900000000.0,1.46,404.0,82.3,56.5,138.0,3.88,1300.0
Bangladesh,1992,2.27,111000000,4.2,854.0,46300000000.0,3.41,416.0,81.0,59.8,132.0,5.76,1340.0
Bangladesh,1993,2.2,114000000,4.03,873.0,48500000000.0,3.0,426.0,79.5,60.5,126.0,5.26,1370.0
Bangladesh,1994,2.16,116000000,3.88,893.0,50400000000.0,2.46,433.0,78.0,61.3,120.0,4.65,1400.0
Bangladesh,1995,2.15,119000000,3.73,912.0,52900000000.0,3.25,446.0,76.4,61.7,114.0,5.42,1440.0
Bangladesh,1996,2.14,121000000,3.6,932.0,55300000000.0,2.89,456.0,75.0,62.6,108.0,5.03,1470.0
Bangladesh,1997,2.11,124000000,3.47,951.0,57800000000.0,3.57,467.0,73.6,63.5,103.0,5.68,1510.0
Bangladesh,1998,2.07,126000000,3.35,971.0,60800000000.0,3.33,481.0,72.1,64.3,97.3,5.39,1550.0
Bangladesh,1999,2.02,129000000,3.23,991.0,63600000000.0,2.93,493.0,70.7,65.2,92.2,4.92,1590.0
Bangladesh,2000,1.96,132000000,3.12,1010.0,67000000000.0,3.94,509.0,69.2,65.5,87.4,5.89,1640.0
Bangladesh,2001,1.9,134000000,3.01,1030.0,70400000000.0,3.24,525.0,68.1,66.0,82.8,5.12,1690.0
Bangladesh,2002,1.84,137000000,2.91,1050.0,73100000000.0,2.35,535.0,66.9,66.5,78.4,4.15,1730.0
Bangladesh,2003,1.75,139000000,2.8,1070.0,76600000000.0,3.13,551.0,65.7,67.1,74.3,4.86,1780.0
Bangladesh,2004,1.63,141000000,2.7,1090.0,80600000000.0,4.22,570.0,64.4,67.6,70.3,5.84,1840.0
Bangladesh,2005,1.49,143000000,2.61,1100.0,85900000000.0,3.81,599.0,63.2,68.0,66.5,5.28,1930.0
Bangladesh,2006,1.34,145000000,2.52,1120.0,91600000000.0,5.2,630.0,62.3,68.5,62.8,6.53,2030.0
Bangladesh,2007,1.21,147000000,2.44,1130.0,98100000000.0,5.12,666.0,61.3,68.9,59.3,6.3,2150.0
Bangladesh,2008,1.13,149000000,2.38,1140.0,104000000000.0,4.85,699.0,60.3,69.5,55.8,5.96,2250.0
Bangladesh,2009,1.1,150000000,2.32,1160.0,109000000000.0,4.79,726.0,59.3,70.1,52.6,5.91,2340.0
Bangladesh,2010,1.12,152000000,2.28,1170.0,115000000000.0,5.21,758.0,58.3,70.4,49.4,6.4,2440.0
Barbados,1980,0.404,252000,2.0,586.0,3330000000.0,4.19,13200.0,67.5,72.6,27.2,4.48,13100.0
Barbados,1981,0.351,253000,1.96,589.0,3260000000.0,-2.56,12900.0,65.3,73.0,25.9,-2.2,12800.0
Barbados,1982,0.3,254000,1.92,590.0,3100000000.0,-5.69,12200.0,63.8,73.2,24.7,-5.28,12100.0
Barbados,1983,0.266,255000,1.89,592.0,3120000000.0,-0.451,12300.0,62.4,73.2,23.7,0.0289,12000.0
Barbados,1984,0.265,255000,1.86,593.0,3230000000.0,2.56,12700.0,60.9,73.3,22.8,3.06,12400.0
Barbados,1985,0.286,256000,1.83,595.0,3270000000.0,0.133,12800.0,59.1,73.2,22.0,0.598,12400.0
Barbados,1986,0.317,257000,1.81,597.0,3430000000.0,4.15,13400.0,57.9,73.3,21.2,4.6,12900.0
Barbados,1987,0.34,258000,1.78,599.0,3520000000.0,1.64,13700.0,56.2,73.3,20.4,2.07,13100.0
Barbados,1988,0.355,259000,1.77,601.0,3650000000.0,2.59,14100.0,54.5,73.4,19.6,3.0,13500.0
Barbados,1989,0.359,259000,1.75,603.0,3780000000.0,2.74,14600.0,53.0,73.5,18.7,3.13,13800.0
Barbados,1990,0.352,260000,1.74,606.0,3650000000.0,-3.95,14000.0,51.9,73.5,17.8,-3.61,13300.0
Barbados,1991,0.345,261000,1.73,608.0,3510000000.0,-4.74,13400.0,51.1,73.6,17.0,-4.42,12700.0
Barbados,1992,0.347,262000,1.73,610.0,3270000000.0,-7.75,12500.0,50.8,73.5,16.2,-7.47,12000.0
Barbados,1993,0.345,263000,1.73,612.0,3300000000.0,0.296,12600.0,50.7,73.6,15.6,0.584,12000.0
Barbados,1994,0.351,264000,1.73,614.0,3430000000.0,3.55,13000.0,50.6,73.5,15.1,3.85,12200.0
Barbados,1995,0.357,265000,1.73,616.0,3500000000.0,2.14,13200.0,50.4,73.7,14.7,2.44,12400.0
Barbados,1996,0.37,266000,1.73,618.0,3640000000.0,2.67,13700.0,50.4,74.0,14.5,2.98,12900.0
Barbados,1997,0.376,267000,1.74,621.0,3810000000.0,4.09,14300.0,50.3,74.3,14.4,4.42,13400.0
Barbados,1998,0.376,268000,1.74,623.0,3950000000.0,5.76,14700.0,50.2,74.6,14.4,6.1,13900.0
Barbados,1999,0.362,269000,1.74,625.0,3970000000.0,0.0588,14700.0,50.2,74.9,14.6,0.366,13900.0
Barbados,2000,0.343,270000,1.74,628.0,4060000000.0,1.84,15000.0,50.3,74.9,14.8,2.13,14400.0
Barbados,2001,0.31,271000,1.75,630.0,3960000000.0,-2.99,14600.0,49.6,75.3,15.0,-2.75,14100.0
Barbados,2002,0.293,271000,1.75,631.0,3990000000.0,0.0747,14700.0,49.1,75.5,15.2,0.306,14100.0
Barbados,2003,0.287,272000,1.75,633.0,4080000000.0,1.62,15000.0,48.8,75.7,15.4,1.83,14400.0
Barbados,2004,0.305,273000,1.76,635.0,4140000000.0,3.3,15100.0,48.4,75.8,15.5,3.52,14500.0
Barbados,2005,0.336,274000,1.76,637.0,4300000000.0,3.73,15700.0,48.0,75.9,15.4,3.94,15100.0
Barbados,2006,0.375,275000,1.76,640.0,4550000000.0,5.47,16500.0,47.8,76.0,15.2,5.69,15900.0
Barbados,2007,0.403,276000,1.77,642.0,4630000000.0,1.41,16800.0,47.7,76.2,15.0,1.61,16100.0
Barbados,2008,0.422,277000,1.77,645.0,4630000000.0,0.128,16700.0,47.5,76.5,14.7,0.335,16100.0
Barbados,2009,0.414,278000,1.78,648.0,4450000000.0,-4.33,16000.0,47.6,76.6,14.5,-4.13,15400.0
Barbados,2010,0.394,280000,1.78,650.0,4460000000.0,-0.0153,16000.0,47.9,76.7,14.2,0.198,15300.0
Belgium,1980,0.11,9870000,1.63,326.0,270000000000.0,4.38,27400.0,52.6,73.2,14.5,4.41,25800.0
Belgium,1981,-0.00264,9880000,1.61,326.0,270000000000.0,-1.3,27400.0,51.5,73.5,13.9,-1.31,25400.0
Belgium,1982,-0.0272,9890000,1.59,327.0,271000000000.0,1.37,27500.0,50.4,73.7,13.3,1.32,25800.0
Belgium,1983,-0.007940000000000001,9900000,1.58,327.0,272000000000.0,-0.00397,27600.0,49.3,73.8,12.7,-0.0549,25800.0
Belgium,1984,-0.0015,9910000,1.57,327.0,279000000000.0,2.48,28300.0,48.4,74.2,12.2,2.46,26500.0
Belgium,1985,0.0298,9920000,1.57,327.0,283000000000.0,0.976,28800.0,47.8,74.5,11.8,1.03,26700.0
Belgium,1986,0.0357,9930000,1.56,328.0,289000000000.0,1.46,29300.0,47.8,74.8,11.4,1.58,27100.0
Belgium,1987,0.0853,9940000,1.56,328.0,295000000000.0,2.27,29900.0,48.1,75.2,11.0,2.47,27700.0
Belgium,1988,0.318,9960000,1.57,329.0,309000000000.0,4.57,31200.0,48.6,75.5,10.7,4.83,29000.0
Belgium,1989,0.363,9980000,1.57,330.0,320000000000.0,3.03,32200.0,49.1,75.7,10.3,3.31,29900.0
Belgium,1990,0.298,10000000,1.58,330.0,330000000000.0,2.71,33100.0,49.5,76.0,10.0,2.98,30700.0
Belgium,1991,0.3720000000000001,10000000,1.59,332.0,336000000000.0,1.48,33600.0,50.0,76.1,9.6,1.75,31100.0
Belgium,1992,0.406,10100000,1.6,333.0,341000000000.0,1.11,34000.0,50.4,76.4,9.2,1.4,31500.0
Belgium,1993,0.391,10100000,1.6,334.0,338000000000.0,-1.35,33500.0,50.8,76.4,8.7,-1.08,31100.0
Belgium,1994,0.308,10200000,1.61,335.0,349000000000.0,2.84,34500.0,51.2,76.7,8.2,3.11,32000.0
Belgium,1995,0.209,10200000,1.61,336.0,357000000000.0,2.06,35200.0,51.5,76.9,7.6,2.28,32700.0
Belgium,1996,0.195,10200000,1.61,337.0,363000000000.0,0.9229999999999999,35700.0,51.9,77.1,7.1,1.11,33100.0
Belgium,1997,0.242,10200000,1.61,338.0,376000000000.0,3.13,37000.0,52.1,77.3,6.7,3.28,34300.0
Belgium,1998,0.214,10200000,1.61,338.0,384000000000.0,1.7,37600.0,52.3,77.5,6.4,1.86,34900.0
Belgium,1999,0.229,10300000,1.62,339.0,397000000000.0,3.23,38900.0,52.5,77.6,6.1,3.44,36000.0
Belgium,2000,0.243,10300000,1.63,340.0,412000000000.0,3.47,40200.0,52.6,77.8,5.9,3.75,37300.0
Belgium,2001,0.344,10300000,1.65,341.0,415000000000.0,0.507,40400.0,52.5,78.0,5.7,0.8590000000000001,37400.0
Belgium,2002,0.448,10400000,1.68,342.0,423000000000.0,1.31,40900.0,52.5,78.2,5.5,1.73,37900.0
Belgium,2003,0.419,10400000,1.7,344.0,426000000000.0,0.8220000000000001,41000.0,52.4,78.5,5.3,1.3,38100.0
Belgium,2004,0.433,10500000,1.73,346.0,441000000000.0,2.81,42300.0,52.2,78.8,5.2,3.35,39300.0
Belgium,2005,0.55,10500000,1.76,348.0,451000000000.0,1.51,43000.0,52.0,79.1,5.0,2.07,39900.0
Belgium,2006,0.66,10600000,1.78,351.0,462000000000.0,2.03,43800.0,51.9,79.4,4.9,2.62,40600.0
Belgium,2007,0.7340000000000001,10700000,1.8,353.0,478000000000.0,2.17,45000.0,51.7,79.5,4.8,2.79,41700.0
Belgium,2008,0.79,10800000,1.81,356.0,481000000000.0,0.206,45000.0,51.4,79.6,4.7,0.809,41700.0
Belgium,2009,0.805,10900000,1.81,359.0,471000000000.0,-3.56,43600.0,51.3,79.8,4.6,-3.02,40400.0
Belgium,2010,0.914,10900000,1.81,361.0,484000000000.0,1.6,44400.0,51.4,80.0,4.5,2.09,41100.0
Belize,1980,2.0,144000,5.85,6.32,330000000.0,12.1,2290.0,104.0,69.3,65.5,14.4,4150.0
Belize,1981,2.34,148000,5.68,6.47,334000000.0,-1.34,2260.0,102.0,69.5,63.0,1.08,4090.0
Belize,1982,2.63,152000,5.51,6.64,333000000.0,-2.85,2200.0,100.0,69.7,60.5,-0.0931,3970.0
Belize,1983,2.81,156000,5.34,6.83,326000000.0,-4.06,2090.0,98.9,70.1,57.9,-1.13,3810.0
Belize,1984,2.86,160000,5.17,7.03,333000000.0,-1.19,2070.0,97.6,70.6,55.3,1.86,3760.0
Belize,1985,2.81,165000,5.02,7.23,336000000.0,-1.5,2040.0,95.9,71.0,52.6,1.44,3700.0
Belize,1986,2.78,170000,4.89,7.43,352000000.0,2.0,2070.0,95.3,71.3,49.8,4.9,3780.0
Belize,1987,2.76,174000,4.77,7.64,391000000.0,8.17,2240.0,94.2,71.5,47.0,11.1,4080.0
Belize,1988,2.66,179000,4.67,7.85,427000000.0,6.44,2390.0,92.9,71.8,44.2,9.34,4340.0
Belize,1989,2.45,183000,4.58,8.04,483000000.0,11.0,2630.0,91.8,71.6,41.6,14.1,4820.0
Belize,1990,2.2,188000,4.51,8.22,534000000.0,7.23,2850.0,90.8,71.7,39.0,10.3,5170.0
Belize,1991,1.89,191000,4.44,8.38,590000000.0,8.77,3090.0,90.4,71.4,36.6,12.0,5600.0
Belize,1992,1.66,194000,4.36,8.52,661000000.0,9.1,3400.0,90.2,71.3,34.5,12.4,6170.0
Belize,1993,1.68,198000,4.29,8.66,703000000.0,3.08,3560.0,90.1,71.0,32.6,6.21,6450.0
Belize,1994,2.03,202000,4.2,8.84,704000000.0,-2.55,3490.0,89.8,70.8,30.9,0.347,6330.0
Belize,1995,2.59,207000,4.11,9.07,709000000.0,-2.23,3420.0,89.3,70.7,29.5,0.584,6210.0
Belize,1996,3.19,214000,4.01,9.37,719000000.0,-0.785,3360.0,87.3,70.6,28.2,1.96,6100.0
Belize,1997,3.64,222000,3.91,9.72,744000000.0,-0.0183,3360.0,85.1,69.8,27.1,2.65,6090.0
Belize,1998,3.84,230000,3.81,10.1,772000000.0,0.0148,3350.0,83.2,69.6,26.0,2.6,6080.0
Belize,1999,3.73,239000,3.7,10.5,840000000.0,6.38,3510.0,81.8,69.2,25.1,9.07,6370.0
Belize,2000,3.41,247000,3.6,10.8,949000000.0,9.24,3840.0,80.7,68.9,24.1,11.9,6960.0
Belize,2001,3.05,255000,3.5,11.2,997000000.0,1.89,3910.0,79.3,68.7,23.3,4.36,7090.0
Belize,2002,2.79,262000,3.39,11.5,1050000000.0,1.96,4000.0,78.0,69.2,22.6,4.37,7250.0
Belize,2003,2.61,269000,3.28,11.8,1150000000.0,5.94,4260.0,76.6,69.4,22.0,8.4,7720.0
Belize,2004,2.55,276000,3.18,12.1,1200000000.0,1.35,4340.0,75.0,69.7,21.4,3.64,7870.0
Belize,2005,2.57,283000,3.07,12.4,1230000000.0,-0.144,4340.0,73.4,70.0,21.0,2.07,7870.0
Belize,2006,2.6,291000,2.98,12.7,1290000000.0,2.26,4420.0,71.6,70.3,20.5,4.48,8020.0
Belize,2007,2.6,298000,2.89,13.1,1300000000.0,-3.46,4360.0,69.9,70.7,20.1,-1.41,7900.0
Belize,2008,2.57,306000,2.82,13.4,1340000000.0,1.39,4390.0,68.3,70.9,19.7,3.5,7950.0
Belize,2009,2.5,314000,2.76,13.8,1350000000.0,-1.53,4310.0,66.7,71.1,19.3,0.495,7810.0
Belize,2010,2.42,322000,2.72,14.1,1400000000.0,1.2,4340.0,65.3,71.4,18.8,3.27,7880.0
Benin,1980,2.69,3720000,7.03,33.0,2210000000.0,6.56,594.0,95.5,51.5,215.0,9.4,1420.0
Benin,1981,2.73,3820000,7.03,33.9,2430000000.0,2.81,635.0,96.2,52.0,211.0,5.61,1470.0
Benin,1982,2.78,3930000,7.02,34.8,2480000000.0,7.69,632.0,96.6,52.5,208.0,10.7,1580.0
Benin,1983,2.82,4040000,7.01,35.8,2370000000.0,-7.1,587.0,96.8,53.0,205.0,-4.5,1470.0
Benin,1984,2.85,4160000,6.99,36.9,2560000000.0,4.78,616.0,96.9,53.3,202.0,7.71,1550.0
Benin,1985,2.89,4280000,6.97,37.9,2750000000.0,4.29,644.0,96.8,53.7,198.0,7.2,1610.0
Benin,1986,2.9,4400000,6.94,39.1,2810000000.0,-0.932,639.0,97.3,54.3,195.0,1.8,1600.0
Benin,1987,2.93,4540000,6.9,40.2,2770000000.0,-4.61,611.0,97.6,54.8,191.0,-1.99,1530.0
Benin,1988,2.99,4670000,6.86,41.4,2870000000.0,-0.241,613.0,97.6,55.2,187.0,2.56,1530.0
Benin,1989,3.1,4820000,6.81,42.7,2780000000.0,-5.28,578.0,97.5,55.3,183.0,-2.48,1450.0
Benin,1990,3.24,4980000,6.74,44.2,3030000000.0,0.616,609.0,97.3,55.5,178.0,3.79,1460.0
Benin,1991,3.38,5150000,6.68,45.7,3160000000.0,1.39,614.0,97.0,55.6,174.0,4.81,1470.0
Benin,1992,3.48,5330000,6.6,47.3,3260000000.0,0.809,611.0,96.4,56.0,169.0,4.37,1470.0
Benin,1993,3.5,5520000,6.53,49.0,3450000000.0,-1.12,624.0,95.8,56.4,165.0,2.41,1500.0
Benin,1994,3.43,5710000,6.45,50.7,3510000000.0,-0.797,615.0,95.0,56.4,161.0,2.63,1480.0
Benin,1995,3.29,5910000,6.36,52.4,3730000000.0,0.696,631.0,94.1,56.5,158.0,3.97,1520.0
Benin,1996,3.15,6090000,6.28,54.0,3890000000.0,2.17,638.0,94.4,56.4,155.0,5.25,1530.0
Benin,1997,3.03,6280000,6.2,55.7,4110000000.0,2.56,655.0,94.4,56.9,153.0,5.49,1570.0
Benin,1998,2.96,6470000,6.12,57.4,4270000000.0,1.53,661.0,94.2,57.1,150.0,4.36,1590.0
Benin,1999,2.95,6660000,6.04,59.1,4500000000.0,1.67,676.0,93.9,57.3,148.0,4.56,1620.0
Benin,2000,2.98,6870000,5.96,60.9,4770000000.0,2.73,694.0,93.6,57.6,144.0,5.79,1670.0
Benin,2001,3.02,7080000,5.89,62.8,5020000000.0,1.97,709.0,93.1,57.8,141.0,5.15,1700.0
Benin,2002,3.04,7300000,5.82,64.7,5250000000.0,2.97,720.0,92.4,58.2,137.0,6.29,1730.0
Benin,2003,3.04,7520000,5.75,66.7,5430000000.0,0.9590000000000001,723.0,91.7,58.6,133.0,4.26,1740.0
Benin,2004,3.01,7750000,5.69,68.7,5680000000.0,0.222,732.0,90.8,59.0,128.0,3.48,1760.0
Benin,2005,2.95,7980000,5.63,70.8,5770000000.0,0.0626,723.0,89.8,59.5,124.0,3.25,1740.0
Benin,2006,2.9,8220000,5.58,72.9,6000000000.0,0.616,730.0,89.4,59.9,121.0,3.75,1750.0
Benin,2007,2.85,8450000,5.52,75.0,6360000000.0,1.52,752.0,88.8,60.3,118.0,4.63,1810.0
Benin,2008,2.82,8700000,5.47,77.1,6670000000.0,1.96,767.0,88.1,60.8,116.0,5.02,1840.0
Benin,2009,2.81,8940000,5.42,79.3,6830000000.0,-0.276,763.0,87.2,61.4,113.0,2.66,1830.0
Benin,2010,2.81,9200000,5.36,81.6,6970000000.0,-0.323,758.0,86.2,61.8,111.0,2.55,1820.0
Bhutan,1980,2.92,409000,6.55,10.7,165000000.0,1.92,404.0,82.5,53.3,196.0,5.07,1130.0
Bhutan,1981,2.7,420000,6.5,11.0,188000000.0,8.48,448.0,83.9,53.9,188.0,11.5,1230.0
Bhutan,1982,2.51,431000,6.46,11.3,195000000.0,-0.199,451.0,84.9,54.5,181.0,2.31,1220.0
Bhutan,1983,2.47,442000,6.41,11.6,217000000.0,5.58,490.0,85.5,55.2,173.0,8.15,1290.0
Bhutan,1984,2.65,454000,6.36,11.9,226000000.0,3.59,499.0,86.0,55.9,166.0,6.27,1340.0
Bhutan,1985,2.92,467000,6.31,12.3,236000000.0,2.82,505.0,86.5,56.4,159.0,5.75,1380.0
Bhutan,1986,3.32,483000,6.23,12.7,263000000.0,10.6,546.0,87.0,57.1,153.0,14.2,1530.0
Bhutan,1987,3.56,500000,6.13,13.1,339000000.0,26.9,678.0,87.5,57.9,146.0,31.3,1940.0
Bhutan,1988,3.31,517000,5.99,13.6,356000000.0,2.76,688.0,87.9,58.6,140.0,6.05,2000.0
Bhutan,1989,2.48,530000,5.83,13.9,382000000.0,5.21,721.0,87.9,59.2,134.0,7.59,2110.0
Bhutan,1990,1.32,537000,5.64,14.1,424000000.0,10.3,789.0,87.1,59.9,128.0,11.4,2330.0
Bhutan,1991,0.00074,537000,5.43,14.1,422000000.0,1.27,786.0,88.1,60.5,122.0,0.77,2320.0
Bhutan,1992,-1.08,532000,5.22,13.9,442000000.0,5.51,831.0,88.7,61.1,116.0,3.73,2450.0
Bhutan,1993,-1.59,523000,5.0,13.7,451000000.0,4.46,861.0,88.9,61.7,111.0,2.08,2540.0
Bhutan,1994,-1.27,517000,4.8,13.6,473000000.0,8.06,915.0,89.1,62.1,106.0,5.94,2700.0
Bhutan,1995,-0.315,515000,4.6,13.5,506000000.0,7.8,983.0,89.7,62.9,101.0,6.8,2900.0
Bhutan,1996,0.852,519000,4.4,13.6,534000000.0,6.0,1030.0,87.9,63.9,96.0,6.4,3030.0
Bhutan,1997,1.81,529000,4.2,13.9,563000000.0,4.29,1070.0,86.2,64.4,91.1,5.83,3140.0
Bhutan,1998,2.5,542000,4.0,14.2,596000000.0,3.69,1100.0,84.4,65.1,86.4,6.1,3240.0
Bhutan,1999,2.8,558000,3.8,14.6,644000000.0,5.05,1160.0,82.4,66.0,81.8,7.94,3400.0
Bhutan,2000,2.81,573000,3.6,15.0,689000000.0,4.73,1200.0,79.9,65.6,77.4,7.72,3540.0
Bhutan,2001,2.78,590000,3.42,15.5,745000000.0,4.24,1260.0,76.0,67.2,73.2,7.3,3720.0
Bhutan,2002,2.81,606000,3.24,15.9,825000000.0,6.9,1360.0,72.0,68.0,69.2,10.2,4010.0
Bhutan,2003,2.77,623000,3.09,16.4,888000000.0,4.62,1430.0,68.2,68.5,65.3,7.79,4200.0
Bhutan,2004,2.67,640000,2.95,16.8,941000000.0,4.1,1470.0,64.8,69.1,61.5,7.09,4330.0
Bhutan,2005,2.52,657000,2.84,17.2,1010000000.0,4.17,1530.0,61.7,69.6,57.9,6.91,4520.0
Bhutan,2006,2.35,672000,2.73,17.6,1080000000.0,4.41,1600.0,59.6,70.2,54.5,6.85,4720.0
Bhutan,2007,2.17,687000,2.64,18.0,1270000000.0,15.6,1850.0,57.8,70.7,51.3,17.9,5450.0
Bhutan,2008,2.02,701000,2.55,18.4,1330000000.0,2.76,1900.0,56.1,71.3,48.2,4.67,5590.0
Bhutan,2009,1.91,714000,2.46,18.7,1420000000.0,4.89,1990.0,54.5,71.6,45.4,6.73,5850.0
Bhutan,2010,1.83,728000,2.38,19.1,1590000000.0,9.79,2180.0,52.9,72.1,42.7,11.7,6420.0
Bolivia,1980,2.18,5590000,5.52,5.16,9200000000.0,-3.0,1650.0,85.6,56.4,171.0,-0.7959999999999999,4330.0
Bolivia,1981,2.16,5710000,5.42,5.27,9230000000.0,-0.97,1620.0,85.9,56.8,166.0,1.22,4290.0
Bolivia,1982,2.14,5840000,5.34,5.39,8860000000.0,-6.01,1520.0,86.0,57.2,161.0,-3.98,4030.0
Bolivia,1983,2.12,5960000,5.26,5.5,8510000000.0,-6.05,1430.0,85.9,57.4,157.0,-4.04,3790.0
Bolivia,1984,2.08,6090000,5.19,5.62,8490000000.0,-0.677,1390.0,85.8,58.1,153.0,1.45,3760.0
Bolivia,1985,2.05,6210000,5.13,5.73,8350000000.0,-2.38,1340.0,85.5,58.7,148.0,-0.265,3680.0
Bolivia,1986,2.01,6340000,5.07,5.85,8130000000.0,-4.9,1280.0,85.4,59.2,143.0,-2.81,3500.0
Bolivia,1987,1.98,6460000,5.03,5.97,8330000000.0,0.701,1290.0,85.3,59.6,138.0,2.94,3520.0
Bolivia,1988,1.96,6590000,4.99,6.09,8570000000.0,1.72,1300.0,85.0,60.1,133.0,4.0,3580.0
Bolivia,1989,1.96,6720000,4.95,6.21,8900000000.0,0.657,1320.0,84.6,60.7,129.0,2.95,3610.0
Bolivia,1990,1.96,6860000,4.91,6.33,9310000000.0,2.76,1360.0,84.1,61.4,124.0,5.13,3710.0
Bolivia,1991,1.97,6990000,4.87,6.45,9800000000.0,2.93,1400.0,83.7,61.9,119.0,5.33,3830.0
Bolivia,1992,1.97,7130000,4.81,6.58,9960000000.0,-0.6890000000000001,1400.0,83.1,62.3,115.0,1.65,3810.0
Bolivia,1993,1.97,7270000,4.74,6.71,10400000000.0,1.8,1430.0,82.4,62.9,110.0,4.2,3900.0
