,country,Date,population_density_per_square_km.,population_total.,gdp_per_capita_yearly_growth.,children_and_elderly_per_100_adults.,income_per_person_gdppercapita_ppp_inflation_adjusted.
2914,Liechtenstein,1994,190.0,30400,5.49,,
2915,Liechtenstein,1995,193.0,30800,4.54,,
2916,Liechtenstein,1996,196.0,31300,5.57,,
2917,Liechtenstein,1997,199.0,31800,5.91,,
2918,Liechtenstein,1998,202.0,32400,6.48,,
2919,Liechtenstein,1999,205.0,32800,9.13,,
2920,Liechtenstein,2000,208.0,33300,2.05,,
2921,Liechtenstein,2001,210.0,33700,-1.81,,
2922,Liechtenstein,2002,213.0,34000,-2.04,,
2923,Liechtenstein,2003,215.0,34300,-2.94,,
2924,Liechtenstein,2004,216.0,34600,2.02,,
2925,Liechtenstein,2005,218.0,34900,3.83,,
2926,Liechtenstein,2006,219.0,35100,8.02,,
2927,Liechtenstein,2007,221.0,35300,8.47,,
2928,Liechtenstein,2008,222.0,35500,-3.41,,
2929,Liechtenstein,2009,224.0,35800,-11.1,,
2930,Liechtenstein,2010,225.0,36000,8.04,,
2931,Liechtenstein,2011,227.0,36300,1.17,,
2932,Liechtenstein,2012,228.0,36500,,,
2933,Liechtenstein,2013,230.0,36800,,,
2934,Liechtenstein,2014,232.0,37100,,,
2935,Liechtenstein,2015,234.0,37400,,,
2936,Liechtenstein,2016,235.0,37700,,,
2937,Liechtenstein,2017,237.0,37900,,,
2938,Liechtenstein,2018,238.0,38200,,,
2939,Liechtenstein,2019,240.0,38400,,,
2940,Lithuania,1990,59.0,3700000,-3.04,50.3,15800.0
2941,Lithuania,1991,59.0,3700000,-5.89,50.7,14800.0
2942,Lithuania,1992,58.8,3690000,-21.3,51.1,11700.0
2943,Lithuania,1993,58.6,3670000,-15.9,51.4,9820.0
2944,Lithuania,1994,58.2,3650000,-9.57,51.6,8880.0
2945,Lithuania,1995,57.9,3630000,5.37,51.6,9360.0
2946,Lithuania,1996,57.5,3600000,4.85,51.6,9910.0
2947,Lithuania,1997,57.1,3580000,7.12,51.6,10800.0
2948,Lithuania,1998,56.7,3560000,7.39,51.4,11700.0
2949,Lithuania,1999,56.3,3530000,-1.63,51.0,11700.0
2950,Lithuania,2000,55.9,3500000,4.02,50.4,12200.0
2951,Lithuania,2001,55.4,3470000,6.65,50.3,13100.0
2952,Lithuania,2002,55.0,3440000,7.17,50.0,14100.0
2953,Lithuania,2003,54.5,3410000,10.1,49.8,15700.0
2954,Lithuania,2004,53.9,3380000,7.67,49.4,16900.0
2955,Lithuania,2005,53.4,3340000,7.94,49.0,18500.0
2956,Lithuania,2006,52.7,3300000,8.45,48.7,20200.0
2957,Lithuania,2007,52.0,3260000,10.4,48.4,22700.0
2958,Lithuania,2008,51.3,3210000,3.45,48.0,23600.0
2959,Lithuania,2009,50.6,3170000,-14.4,47.8,20300.0
2960,Lithuania,2010,49.8,3120000,3.15,47.6,21100.0
2961,Lithuania,2011,49.1,3080000,14.8,48.0,22900.0
2962,Lithuania,2012,48.5,3040000,5.06,48.4,24100.0
2963,Lithuania,2013,47.8,3000000,3.8,48.8,25100.0
2964,Lithuania,2014,47.3,2960000,3.83,49.4,26300.0
2965,Lithuania,2015,46.8,2930000,3.97,50.1,27000.0
2966,Lithuania,2016,46.4,2910000,4.11,50.5,27900.0
2967,Lithuania,2017,46.1,2890000,4.18,50.9,29100.0
2968,Lithuania,2018,45.9,2880000,4.29,51.4,30400.0
2969,Lithuania,2019,45.7,2860000,4.28,52.1,31700.0
2970,Luxembourg,1990,147.0,382000,4.25,44.4,57600.0
2971,Luxembourg,1991,149.0,386000,7.73,45.0,61800.0
2972,Luxembourg,1992,151.0,391000,0.227,45.7,62100.0
2973,Luxembourg,1993,153.0,397000,2.62,46.4,63800.0
2974,Luxembourg,1994,155.0,402000,2.61,47.2,65300.0
2975,Luxembourg,1995,158.0,408000,-0.246,47.8,65400.0
2976,Luxembourg,1996,160.0,414000,1.75,48.4,65400.0
2977,Luxembourg,1997,162.0,420000,7.38,48.8,68200.0
2978,Luxembourg,1998,164.0,426000,6.02,49.0,71500.0
2979,Luxembourg,1999,167.0,431000,6.38,49.2,76500.0
2980,Luxembourg,2000,168.0,436000,7.71,49.3,81700.0
2981,Luxembourg,2001,170.0,440000,0.0136,49.5,82800.0
2982,Luxembourg,2002,171.0,444000,0.764,49.6,85000.0
2983,Luxembourg,2003,173.0,447000,1.38,49.6,85400.0
2984,Luxembourg,2004,174.0,452000,3.02,49.5,87200.0
2985,Luxembourg,2005,177.0,458000,4.06,49.4,88600.0
2986,Luxembourg,2006,180.0,466000,3.34,48.7,91700.0
2987,Luxembourg,2007,183.0,475000,4.86,48.0,97900.0
2988,Luxembourg,2008,187.0,485000,-2.46,47.3,94900.0
2989,Luxembourg,2009,192.0,496000,-5.81,46.7,89100.0
2990,Luxembourg,2010,196.0,508000,1.0,46.3,91700.0
2991,Luxembourg,2011,201.0,520000,-0.672,45.7,92000.0
2992,Luxembourg,2012,206.0,532000,-2.45,45.1,89500.0
2993,Luxembourg,2013,210.0,545000,-0.00023,44.6,91000.0
2994,Luxembourg,2014,215.0,556000,0.132,44.1,93800.0
2995,Luxembourg,2015,219.0,567000,-0.0929,43.7,95300.0
2996,Luxembourg,2016,222.0,576000,0.00778,44.1,97000.0
2997,Luxembourg,2017,225.0,583000,0.264,44.6,98100.0
2998,Luxembourg,2018,228.0,590000,0.197,45.0,99000.0
2999,Luxembourg,2019,230.0,597000,0.258,45.5,99700.0
3000,"Macedonia, FYR",1990,79.2,2000000,-7.64,50.1,9630.0
3001,"Macedonia, FYR",1991,79.0,1990000,-0.389,50.1,9050.0
3002,"Macedonia, FYR",1992,78.9,1990000,-7.12,50.1,8480.0
3003,"Macedonia, FYR",1993,78.7,1980000,-7.96,50.0,7860.0
3004,"Macedonia, FYR",1994,78.6,1980000,-2.23,49.7,7730.0
3005,"Macedonia, FYR",1995,78.6,1980000,-1.6,49.2,7640.0
3006,"Macedonia, FYR",1996,78.9,1990000,0.6709999999999999,48.9,7710.0
3007,"Macedonia, FYR",1997,79.3,2000000,0.9390000000000001,48.3,7780.0
3008,"Macedonia, FYR",1998,79.8,2010000,2.88,47.7,7990.0
3009,"Macedonia, FYR",1999,80.3,2020000,3.89,47.1,8290.0
3010,"Macedonia, FYR",2000,80.7,2030000,4.15,46.5,8620.0
3011,"Macedonia, FYR",2001,81.0,2040000,-4.85,46.0,8320.0
3012,"Macedonia, FYR",2002,81.2,2050000,0.581,45.6,8420.0
3013,"Macedonia, FYR",2003,81.4,2050000,2.57,45.3,8590.0
3014,"Macedonia, FYR",2004,81.6,2060000,3.88,44.9,8980.0
3015,"Macedonia, FYR",2005,81.7,2060000,3.93,44.4,9390.0
3016,"Macedonia, FYR",2006,81.8,2060000,4.82,44.0,9850.0
3017,"Macedonia, FYR",2007,81.9,2070000,5.89,43.4,10500.0
3018,"Macedonia, FYR",2008,82.0,2070000,4.82,42.7,11000.0
3019,"Macedonia, FYR",2009,82.0,2070000,-1.12,42.1,11000.0
3020,"Macedonia, FYR",2010,82.1,2070000,2.67,41.7,11400.0
3021,"Macedonia, FYR",2011,82.2,2070000,2.63,41.3,11600.0
3022,"Macedonia, FYR",2012,82.2,2070000,-0.606,41.1,11600.0
3023,"Macedonia, FYR",2013,82.3,2080000,2.87,41.1,11900.0
3024,"Macedonia, FYR",2014,82.4,2080000,2.93,41.2,12300.0
3025,"Macedonia, FYR",2015,82.4,2080000,3.21,41.4,12800.0
3026,"Macedonia, FYR",2016,82.5,2080000,3.59,42.0,13100.0
3027,"Macedonia, FYR",2017,82.6,2080000,3.75,42.6,13500.0
3028,"Macedonia, FYR",2018,82.7,2090000,3.8,43.2,14000.0
3029,"Macedonia, FYR",2019,82.7,2090000,3.82,44.0,14500.0
3030,Madagascar,1990,19.9,11600000,0.91,93.0,1650.0
3031,Madagascar,1991,20.5,11900000,-8.97,93.3,1500.0
3032,Madagascar,1992,21.1,12300000,-1.7,92.9,1480.0
3033,Madagascar,1993,21.8,12700000,-0.847,92.2,1460.0
3034,Madagascar,1994,22.5,13100000,-2.91,91.7,1420.0
3035,Madagascar,1995,23.2,13500000,-1.27,91.7,1400.0
3036,Madagascar,1996,23.9,13900000,-0.9179999999999999,92.1,1390.0
3037,Madagascar,1997,24.7,14300000,0.637,92.8,1390.0
3038,Madagascar,1998,25.5,14800000,0.8109999999999999,93.6,1400.0
3039,Madagascar,1999,26.3,15300000,1.59,94.1,1420.0
3040,Madagascar,2000,27.1,15800000,1.68,94.1,1440.0
3041,Madagascar,2001,27.9,16300000,2.84,94.2,1480.0
3042,Madagascar,2002,28.8,16800000,-15.3,93.9,1260.0
3043,Madagascar,2003,29.7,17300000,6.53,93.2,1340.0
3044,Madagascar,2004,30.6,17800000,2.15,92.3,1370.0
3045,Madagascar,2005,31.5,18300000,1.48,91.3,1390.0
3046,Madagascar,2006,32.5,18900000,2.19,90.4,1420.0
3047,Madagascar,2007,33.4,19400000,3.41,89.5,1460.0
3048,Madagascar,2008,34.4,20000000,4.31,88.5,1520.0
3049,Madagascar,2009,35.4,20600000,-6.61,87.3,1420.0
3050,Madagascar,2010,36.4,21200000,-2.15,86.1,1390.0
3051,Madagascar,2011,37.4,21700000,-0.755,84.9,1370.0
3052,Madagascar,2012,38.4,22300000,-0.0433,83.7,1370.0
3053,Madagascar,2013,39.5,23000000,-0.143,82.5,1360.0
3054,Madagascar,2014,40.5,23600000,0.568,81.4,1370.0
3055,Madagascar,2015,41.7,24200000,1.52,80.3,1380.0
3056,Madagascar,2016,42.8,24900000,2.1,79.6,1400.0
3057,Madagascar,2017,44.0,25600000,2.64,78.9,1420.0
3058,Madagascar,2018,45.1,26300000,2.72,78.3,1460.0
3059,Madagascar,2019,46.4,27000000,2.81,77.6,1490.0
3060,Malawi,1990,100.0,9440000,1.09,94.0,744.0
3061,Malawi,1991,102.0,9640000,5.52,95.4,792.0
3062,Malawi,1992,103.0,9730000,-8.85,96.1,727.0
3063,Malawi,1993,103.0,9760000,10.3,96.5,796.0
3064,Malawi,1994,104.0,9800000,-12.1,96.9,711.0
3065,Malawi,1995,105.0,9910000,7.8,97.6,821.0
3066,Malawi,1996,107.0,10100000,7.63,98.2,863.0
3067,Malawi,1997,110.0,10400000,1.29,98.7,873.0
3068,Malawi,1998,114.0,10700000,-0.47,99.2,879.0
3069,Malawi,1999,117.0,11000000,-1.63,99.5,878.0
3070,Malawi,2000,121.0,11400000,-1.2,99.4,866.0
3071,Malawi,2001,124.0,11700000,-7.45,99.7,800.0
3072,Malawi,2002,127.0,12000000,0.218,99.7,792.0
3073,Malawi,2003,131.0,12300000,-6.25,99.3,816.0
3074,Malawi,2004,134.0,12700000,12.8,99.0,837.0
3075,Malawi,2005,138.0,13000000,0.452,98.7,840.0
3076,Malawi,2006,142.0,13400000,1.71,98.4,854.0
3077,Malawi,2007,147.0,13800000,6.44,98.2,908.0
3078,Malawi,2008,151.0,14300000,5.12,98.1,948.0
3079,Malawi,2009,156.0,14700000,5.65,97.9,996.0
3080,Malawi,2010,161.0,15200000,3.4,97.6,1030.0
3081,Malawi,2011,166.0,15600000,1.28,97.2,1050.0
3082,Malawi,2012,171.0,16100000,-0.966,96.7,1040.0
3083,Malawi,2013,176.0,16600000,2.03,95.9,1060.0
3084,Malawi,2014,181.0,17100000,3.12,95.2,1090.0
3085,Malawi,2015,186.0,17600000,3.52,94.5,1090.0
3086,Malawi,2016,192.0,18100000,3.5,93.7,1080.0
3087,Malawi,2017,198.0,18600000,3.25,92.9,1110.0
3088,Malawi,2018,203.0,19200000,3.31,92.1,1130.0
3089,Malawi,2019,209.0,19700000,2.9,91.2,1160.0
3090,Malaysia,1990,54.9,18000000,7.13,68.7,10600.0
3091,Malaysia,1991,56.4,18500000,7.08,67.9,11300.0
3092,Malaysia,1992,57.9,19000000,6.43,67.2,11900.0
3093,Malaysia,1993,59.3,19500000,7.38,66.6,12800.0
3094,Malaysia,1994,60.8,20000000,6.75,65.9,13600.0
3095,Malaysia,1995,62.4,20500000,7.42,65.0,14600.0
3096,Malaysia,1996,64.0,21000000,7.62,64.1,15700.0
3097,Malaysia,1997,65.6,21600000,5.06,63.0,16400.0
3098,Malaysia,1998,67.3,22100000,-9.29,61.7,14800.0
3099,Malaysia,1999,69.0,22700000,3.94,60.4,15300.0
3100,Malaysia,2000,70.6,23200000,6.36,59.1,16300.0
3101,Malaysia,2001,72.1,23700000,-1.64,58.2,16000.0
3102,Malaysia,2002,73.7,24200000,2.13,57.1,16600.0
3103,Malaysia,2003,75.1,24700000,3.83,55.7,17200.0
3104,Malaysia,2004,76.6,25200000,4.93,54.2,18000.0
3105,Malaysia,2005,78.1,25700000,3.11,52.7,18600.0
3106,Malaysia,2006,79.6,26100000,4.19,51.9,19300.0
3107,Malaysia,2007,81.0,26600000,4.91,50.9,20700.0
3108,Malaysia,2008,82.5,27100000,3.48,49.7,21000.0
3109,Malaysia,2009,84.0,27600000,-3.41,48.5,20100.0
3110,Malaysia,2010,85.6,28100000,5.26,47.4,21100.0
3111,Malaysia,2011,87.2,28600000,3.72,46.2,21800.0
3112,Malaysia,2012,88.8,29200000,4.3,45.3,22600.0
3113,Malaysia,2013,90.4,29700000,3.69,44.8,23200.0
3114,Malaysia,2014,92.0,30200000,3.44,44.2,24200.0
3115,Malaysia,2015,93.5,30700000,3.25,43.6,25000.0
3116,Malaysia,2016,94.9,31200000,3.25,43.4,25700.0
3117,Malaysia,2017,96.3,31600000,3.25,43.1,26400.0
3118,Malaysia,2018,97.5,32000000,3.25,42.7,27200.0
3119,Malaysia,2019,98.8,32500000,3.25,42.6,28100.0
3120,Maldives,1990,744.0,223000,12.7,101.0,4200.0
3121,Maldives,1991,766.0,230000,4.42,101.0,4380.0
3122,Maldives,1992,787.0,236000,3.16,101.0,4520.0
3123,Maldives,1993,808.0,242000,3.2,101.0,4670.0
3124,Maldives,1994,828.0,248000,3.86,100.0,4850.0
3125,Maldives,1995,847.0,254000,4.51,98.1,5070.0
3126,Maldives,1996,864.0,259000,6.41,95.1,5390.0
3127,Maldives,1997,881.0,264000,9.26,91.7,5890.0
3128,Maldives,1998,897.0,269000,7.25,87.9,6320.0
3129,Maldives,1999,915.0,274000,5.88,83.9,6690.0
3130,Maldives,2000,935.0,280000,2.64,79.9,6860.0
3131,Maldives,2001,957.0,287000,1.59,75.7,6970.0
3132,Maldives,2002,981.0,294000,4.46,71.7,7230.0
3133,Maldives,2003,1010.0,302000,7.58,68.0,8090.0
3134,Maldives,2004,1030.0,310000,9.61,64.5,8920.0
3135,Maldives,2005,1060.0,319000,-6.51,61.3,7960.0
3136,Maldives,2006,1090.0,327000,17.5,58.5,9200.0
3137,Maldives,2007,1120.0,336000,8.42,56.1,9670.0
3138,Maldives,2008,1150.0,345000,10.5,53.9,10500.0
3139,Maldives,2009,1180.0,355000,-5.22,52.1,10000.0
3140,Maldives,2010,1220.0,365000,5.29,50.6,10500.0
3141,Maldives,2011,1250.0,375000,5.28,49.5,11100.0
3142,Maldives,2012,1290.0,386000,-0.787,48.7,11200.0
3143,Maldives,2013,1320.0,397000,2.03,48.1,11500.0
3144,Maldives,2014,1360.0,408000,2.47,47.7,11900.0
3145,Maldives,2015,1390.0,418000,2.74,47.4,12000.0
3146,Maldives,2016,1430.0,428000,2.92,47.4,12200.0
3147,Maldives,2017,1450.0,436000,2.98,47.3,12600.0
3148,Maldives,2018,1480.0,444000,2.96,47.2,13000.0
3149,Maldives,2019,1510.0,452000,3.02,47.1,13400.0
3150,Mali,1990,6.94,8470000,-1.19,102.0,1270.0
3151,Mali,1991,7.09,8650000,-2.86,102.0,1390.0
3152,Mali,1992,7.27,8870000,6.22,102.0,1310.0
3153,Mali,1993,7.46,9110000,-4.39,102.0,1320.0
3154,Mali,1994,7.67,9350000,0.465,101.0,1330.0
3155,Mali,1995,7.87,9600000,4.69,101.0,1310.0
3156,Mali,1996,8.08,9860000,1.96,101.0,1370.0
3157,Mali,1997,8.29,10100000,4.29,101.0,1400.0
3158,Mali,1998,8.51,10400000,2.49,100.0,1460.0
3159,Mali,1999,8.74,10700000,4.22,99.6,1510.0
3160,Mali,2000,8.99,11000000,1.26,99.1,1460.0
3161,Mali,2001,9.26,11300000,9.4,99.1,1640.0
3162,Mali,2002,9.54,11600000,1.75,99.0,1640.0
3163,Mali,2003,9.84,12000000,4.55,98.7,1740.0
3164,Mali,2004,10.2,12400000,-0.16,98.4,1710.0
3165,Mali,2005,10.5,12800000,3.41,98.1,1760.0
3166,Mali,2006,10.8,13200000,2.03,98.7,1780.0
3167,Mali,2007,11.2,13700000,1.11,99.0,1790.0
3168,Mali,2008,11.6,14100000,1.79,99.3,1810.0
3169,Mali,2009,12.0,14600000,1.31,99.4,1830.0
3170,Mali,2010,12.4,15100000,2.65,99.2,1870.0
3171,Mali,2011,12.7,15500000,-0.385,100.0,1880.0
3172,Mali,2012,13.1,16000000,-3.0,100.0,1810.0
3173,Mali,2013,13.5,16500000,-1.34,100.0,1790.0
3174,Mali,2014,13.9,17000000,3.24,100.0,1870.0
3175,Mali,2015,14.3,17500000,1.82,100.0,1920.0
3176,Mali,2016,14.7,18000000,1.71,99.8,1960.0
3177,Mali,2017,15.2,18500000,1.46,99.3,1990.0
3178,Mali,2018,15.7,19100000,1.56,98.7,2020.0
3179,Mali,2019,16.1,19700000,1.27,97.8,2050.0
3180,Malta,1990,1140.0,364000,5.38,51.6,16200.0
3181,Malta,1991,1150.0,368000,5.35,51.8,16700.0
3182,Malta,1992,1160.0,371000,3.72,51.4,17300.0
3183,Malta,1993,1170.0,374000,3.47,50.8,17900.0
3184,Malta,1994,1180.0,377000,4.71,50.2,18700.0
3185,Malta,1995,1190.0,380000,5.04,49.8,19800.0
3186,Malta,1996,1200.0,384000,3.44,49.3,20400.0
3187,Malta,1997,1210.0,387000,3.98,49.0,21300.0
3188,Malta,1998,1220.0,391000,2.95,48.7,22300.0
3189,Malta,1999,1230.0,394000,3.19,48.5,23200.0
3190,Malta,2000,1240.0,397000,5.75,48.2,24600.0
3191,Malta,2001,1250.0,399000,-2.36,48.0,24600.0
3192,Malta,2002,1250.0,401000,1.85,47.9,25100.0
3193,Malta,2003,1260.0,403000,-0.973,47.8,25600.0
3194,Malta,2004,1270.0,405000,-0.464,47.6,25500.0
3195,Malta,2005,1270.0,407000,2.7,47.5,26300.0
3196,Malta,2006,1280.0,409000,1.99,46.9,26700.0
3197,Malta,2007,1280.0,410000,3.36,46.5,27700.0
3198,Malta,2008,1290.0,412000,3.25,46.5,28400.0
3199,Malta,2009,1290.0,414000,-3.41,46.9,27500.0
3200,Malta,2010,1300.0,416000,2.69,47.8,28300.0
3201,Malta,2011,1310.0,418000,1.25,48.3,28600.0
3202,Malta,2012,1310.0,421000,0.7190000000000001,48.9,29100.0
3203,Malta,2013,1320.0,423000,2.25,49.5,30100.0
3204,Malta,2014,1330.0,426000,1.68,50.2,32300.0
3205,Malta,2015,1340.0,428000,1.62,50.8,34400.0
3206,Malta,2016,1340.0,429000,1.5,51.3,35700.0
3207,Malta,2017,1350.0,431000,1.43,51.8,36800.0
3208,Malta,2018,1350.0,432000,1.46,52.3,37900.0
3209,Malta,2019,1350.0,433000,0.514,52.8,39000.0
3210,Marshall Islands,1990,263.0,47300,6.24,,2890.0
3211,Marshall Islands,1991,269.0,48500,-2.35,,2820.0
3212,Marshall Islands,1992,274.0,49400,5.19,,2960.0
3213,Marshall Islands,1993,278.0,50000,4.59,,3100.0
3214,Marshall Islands,1994,281.0,50600,4.78,,3250.0
3215,Marshall Islands,1995,283.0,51000,7.27,,3480.0
3216,Marshall Islands,1996,286.0,51400,-11.0,,3100.0
3217,Marshall Islands,1997,287.0,51700,-6.99,,2890.0
3218,Marshall Islands,1998,288.0,51900,-3.27,,2790.0
3219,Marshall Islands,1999,289.0,52100,-2.69,,2720.0
3220,Marshall Islands,2000,290.0,52200,5.72,,2870.0
3221,Marshall Islands,2001,290.0,52200,5.32,,3020.0
3222,Marshall Islands,2002,290.0,52200,2.66,,3110.0
3223,Marshall Islands,2003,290.0,52100,0.259,,3110.0
3224,Marshall Islands,2004,289.0,52100,0.0233,,3110.0
3225,Marshall Islands,2005,289.0,52100,2.65,,3200.0
3226,Marshall Islands,2006,289.0,52100,1.83,,3260.0
3227,Marshall Islands,2007,290.0,52100,2.92,,3370.0
3228,Marshall Islands,2008,290.0,52200,-2.11,,3310.0
3229,Marshall Islands,2009,291.0,52300,-1.68,,3250.0
3230,Marshall Islands,2010,291.0,52400,5.42,,3450.0
3231,Marshall Islands,2011,292.0,52500,0.6709999999999999,,3500.0
3232,Marshall Islands,2012,293.0,52700,2.82,,3620.0
3233,Marshall Islands,2013,293.0,52800,-0.767,,3700.0
3234,Marshall Islands,2014,294.0,52900,1.58,,3660.0
3235,Marshall Islands,2015,294.0,53000,0.0755,,3670.0
3236,Marshall Islands,2016,295.0,53100,-0.133,,3780.0
3237,Marshall Islands,2017,295.0,53100,-0.222,,3780.0
3238,Marshall Islands,2018,295.0,53200,-0.63,,3780.0
3239,Marshall Islands,2019,296.0,53200,-0.0984,,3770.0
3240,Mauritania,1990,1.97,2030000,-3.81,91.2,2810.0
3241,Mauritania,1991,2.02,2090000,-0.258,90.9,2780.0
3242,Mauritania,1992,2.08,2140000,-2.05,90.5,2760.0
3243,Mauritania,1993,2.13,2200000,1.4,90.0,2840.0
3244,Mauritania,1994,2.19,2260000,1.2,89.4,2680.0
3245,Mauritania,1995,2.26,2330000,1.81,88.8,2860.0
3246,Mauritania,1996,2.33,2400000,3.42,88.2,2940.0
3247,Mauritania,1997,2.4,2470000,0.833,87.6,2740.0
3248,Mauritania,1998,2.47,2550000,0.809,86.9,2730.0
3249,Mauritania,1999,2.55,2630000,1.05,86.1,2850.0
3250,Mauritania,2000,2.63,2710000,1.99,85.4,2750.0
3251,Mauritania,2001,2.71,2790000,1.37,84.7,2730.0
3252,Mauritania,2002,2.79,2870000,1.09,83.9,2660.0
3253,Mauritania,2003,2.87,2960000,2.56,83.1,2740.0
3254,Mauritania,2004,2.95,3040000,2.19,82.2,2820.0
3255,Mauritania,2005,3.04,3130000,2.18,81.3,2990.0
3256,Mauritania,2006,3.12,3220000,8.53,81.0,3450.0
3257,Mauritania,2007,3.21,3310000,-1.59,80.7,3450.0
3258,Mauritania,2008,3.31,3410000,0.909,80.2,3390.0
3259,Mauritania,2009,3.4,3510000,-3.62,79.6,3260.0
3260,Mauritania,2010,3.5,3610000,2.56,79.0,3320.0
3261,Mauritania,2011,3.61,3720000,1.44,78.6,3370.0
3262,Mauritania,2012,3.72,3830000,4.46,78.1,3460.0
3263,Mauritania,2013,3.83,3950000,4.16,77.5,3570.0
3264,Mauritania,2014,3.94,4060000,4.33,76.8,3660.0
3265,Mauritania,2015,4.06,4180000,4.05,76.1,3600.0
3266,Mauritania,2016,4.17,4300000,3.82,75.6,3570.0
3267,Mauritania,2017,4.29,4420000,6.07,74.9,3590.0
3268,Mauritania,2018,4.4,4540000,3.04,74.2,3670.0
3269,Mauritania,2019,4.52,4660000,8.08,73.5,3780.0
3270,Mauritius,1990,520.0,1060000,6.0,50.8,7390.0
3271,Mauritius,1991,526.0,1070000,5.29,50.0,7630.0
3272,Mauritius,1992,533.0,1080000,3.71,49.5,8020.0
3273,Mauritius,1993,541.0,1100000,5.61,49.3,8330.0
3274,Mauritius,1994,549.0,1110000,3.42,49.0,8560.0
3275,Mauritius,1995,556.0,1130000,2.52,48.6,8850.0
3276,Mauritius,1996,563.0,1140000,4.2,48.7,9240.0
3277,Mauritius,1997,569.0,1150000,5.05,48.3,9650.0
3278,Mauritius,1998,574.0,1170000,5.1,47.7,10100.0
3279,Mauritius,1999,579.0,1180000,4.43,47.1,10300.0
3280,Mauritius,2000,584.0,1190000,1.73,46.8,11100.0
3281,Mauritius,2001,588.0,1190000,6.16,46.3,11300.0
3282,Mauritius,2002,592.0,1200000,2.5,46.2,11400.0
3283,Mauritius,2003,596.0,1210000,6.02,46.3,11800.0
3284,Mauritius,2004,599.0,1220000,3.84,46.1,12400.0
3285,Mauritius,2005,602.0,1220000,2.25,45.6,12400.0
3286,Mauritius,2006,605.0,1230000,3.73,45.2,13400.0
3287,Mauritius,2007,608.0,1230000,4.86,44.3,14100.0
3288,Mauritius,2008,610.0,1240000,5.18,43.3,14900.0
3289,Mauritius,2009,613.0,1240000,2.29,42.5,15300.0
3290,Mauritius,2010,615.0,1250000,3.65,42.0,15900.0
3291,Mauritius,2011,616.0,1250000,3.38,41.4,16600.0
3292,Mauritius,2012,617.0,1250000,2.74,41.1,17100.0
3293,Mauritius,2013,618.0,1260000,2.55,40.9,17600.0
3294,Mauritius,2014,619.0,1260000,3.18,40.8,18300.0
3295,Mauritius,2015,620.0,1260000,3.49,40.6,18900.0
3296,Mauritius,2016,622.0,1260000,3.74,40.5,19500.0
3297,Mauritius,2017,623.0,1270000,3.63,40.5,20300.0
3298,Mauritius,2018,625.0,1270000,3.54,40.4,21000.0
3299,Mauritius,2019,626.0,1270000,3.62,40.5,21800.0
3300,Mexico,1990,43.9,85400000,3.27,76.1,12600.0
3301,Mexico,1991,44.8,87100000,2.33,74.4,12900.0
3302,Mexico,1992,45.7,88800000,1.68,72.8,13100.0
3303,Mexico,1993,46.6,90600000,0.107,71.4,13300.0
3304,Mexico,1994,47.5,92300000,2.65,70.1,13700.0
3305,Mexico,1995,48.4,94000000,-8.0,69.0,12700.0
3306,Mexico,1996,49.2,95700000,3.58,68.0,13200.0
3307,Mexico,1997,50.0,97300000,5.31,67.2,13900.0
3308,Mexico,1998,50.8,98800000,3.5,66.4,14300.0
3309,Mexico,1999,51.6,100000000,2.47,65.6,14500.0
3310,Mexico,2000,52.3,102000000,5.17,64.8,15000.0
3311,Mexico,2001,53.0,103000000,-1.21,63.9,14700.0
3312,Mexico,2002,53.7,104000000,-0.192,63.1,14600.0
3313,Mexico,2003,54.3,106000000,0.333,62.3,14600.0
3314,Mexico,2004,55.0,107000000,3.16,61.4,15000.0
3315,Mexico,2005,55.8,108000000,1.78,60.7,15300.0
3316,Mexico,2006,56.6,110000000,3.73,59.7,15800.0
3317,Mexico,2007,57.5,112000000,1.57,58.7,16000.0
3318,Mexico,2008,58.5,114000000,-0.449,57.8,16000.0
3319,Mexico,2009,59.4,116000000,-7.5,56.8,15000.0
3320,Mexico,2010,60.4,117000000,3.74,55.9,15500.0
3321,Mexico,2011,61.3,119000000,2.62,55.0,15900.0
3322,Mexico,2012,62.2,121000000,2.69,54.0,16300.0
3323,Mexico,2013,63.0,123000000,-0.08199999999999999,53.2,16300.0
3324,Mexico,2014,63.9,124000000,1.97,52.4,16500.0
3325,Mexico,2015,64.8,126000000,2.46,51.7,16700.0
3326,Mexico,2016,65.6,128000000,2.73,51.1,16800.0
3327,Mexico,2017,66.4,129000000,2.73,50.7,17000.0
3328,Mexico,2018,67.3,131000000,2.73,50.2,17300.0
3329,Mexico,2019,68.1,132000000,2.73,49.9,17600.0
3330,"Micronesia, Fed. Sts.",1990,138.0,96300,1.74,91.2,2760.0
3331,"Micronesia, Fed. Sts.",1991,141.0,98800,4.74,90.9,2890.0
3332,"Micronesia, Fed. Sts.",1992,145.0,101000,1.33,91.0,2930.0
3333,"Micronesia, Fed. Sts.",1993,148.0,104000,5.51,90.9,3090.0
3334,"Micronesia, Fed. Sts.",1994,152.0,106000,-2.52,90.2,3020.0
3335,"Micronesia, Fed. Sts.",1995,154.0,108000,5.59,88.9,3190.0
3336,"Micronesia, Fed. Sts.",1996,155.0,108000,-3.81,87.3,3060.0
3337,"Micronesia, Fed. Sts.",1997,155.0,109000,-6.21,85.6,2870.0
3338,"Micronesia, Fed. Sts.",1998,155.0,108000,3.21,83.6,2970.0
